name,sku,subtitle,category1,category2,category3,image,ribbon,ribbonColor,weight,price,recommended_price,quantity,enabled,taxClassCode,shipping_freight,fixed_shipping_rate_only,shippingType,shippingMethodMarkup,shippingFlatRate,shippingDisabledMethods,shippingEnabledMethods,upc,brand,seo_title,seo_description,product_url,product_id
Adhesive Dressing | 5cm x 10m,23271,,Athlete Wellness,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1646550509.jpg,,,0,399,,,yes,default,0,no,GLOBAL_METHODS,0,0,,,,,,,https://fluviumwear.com/#!/Adhesive-Dressing-5cm-x-10m/p/235074134,235074134
Anjan Raman | 1 Hour,23255,,Virtual Privates & Seminars,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1512408627.jpg,,,,1000,,,no,default,0,no,GLOBAL_METHODS,0,0,,,,,,,https://fluviumwear.com/#!/Anjan-Raman-1-Hour/p/210211547,210211547
Artist Athlete Collaboration: Captain Crazy Navy Blue Tee,7,,Apparel,AAC Collection,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1208168907.jpg,,,0,899,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Artist Athlete Collaboration: Captain Crazy Tee,"Fluvium has developed the Artist Athlete Collaboration (AAC) Series to showcase artists, both accomplished and unknown who inspire our generation & constantly push their creative boundaries through their art, be it music, picture or dance. The artists & athletes are made to meet & draw inspiration from each other to invent ideas & designs that embodies a part of themselves.",https://fluviumwear.com/#!/Artist-Athlete-Collaboration-Captain-Crazy-Navy-Blue-Tee/p/142725761,142725761
Artist Athlete Collaboration: Captain Crazy Tee | Beetroot Red and Grey,23279,,Apparel,AAC Collection,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1826627058.jpg,,,0,899,,,yes,default,0,no,GLOBAL_METHODS,0,0,,,,,,,https://fluviumwear.com/#!/Artist-Athlete-Collaboration-Captain-Crazy-Tee-Beetroot-Red-and-Grey/p/266774835,266774835
Artist Athlete Collaboration: Himanshu Kaushik x Rishi Seth | Premium Bamboo Fabric,23275,,Apparel,AAC Collection,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1743796877.jpg,,,0,899,,,yes,default,0,no,GLOBAL_METHODS,0,0,,,,,,,https://fluviumwear.com/#!/Artist-Athlete-Collaboration-Himanshu-Kaushik-x-Rishi-Seth-Premium-Bamboo-Fabric/p/250269774,250269774
Brazilian Jiu Jitsu Belts Kids: Green,23381,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138092534.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Green/p/631530365,631530365
Brazilian Jiu Jitsu Belts Kids: Green-Black,23382,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138060698.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Green-Black/p/631533855,631533855
Brazilian Jiu Jitsu Belts Kids: Green-White,23380,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138092529.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Green-White/p/631537374,631537374
Brazilian Jiu Jitsu Belts Kids: Grey,23371,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138077568.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Grey/p/631526382,631526382
Brazilian Jiu Jitsu Belts Kids: Grey-Black,23373,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138077603.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Grey-Black/p/631530360,631530360
Brazilian Jiu Jitsu Belts Kids: Grey-White,23372,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138077598.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Grey-White/p/631533851,631533851
Brazilian Jiu Jitsu Belts Kids: Orange,23378,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138060230.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Orange/p/631530362,631530362
Brazilian Jiu Jitsu Belts Kids: Orange-Black,23379,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138079606.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Orange-Black/p/631436491,631436491
Brazilian Jiu Jitsu Belts Kids: Orange-White,23377,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138092519.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Orange-White/p/631530361,631530361
Brazilian Jiu Jitsu Belts Kids: Yellow,23375,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138060190.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Yellow/p/631526384,631526384
Brazilian Jiu Jitsu Belts Kids: Yellow-Black,23376,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138079556.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Yellow-Black/p/631533853,631533853
Brazilian Jiu Jitsu Belts Kids: Yellow-White,23374,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138060185.jpg,,,0.5,995,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Yellow-White/p/631537370,631537370
Brazilian Jiu Jitsu Pearl Weave Belts: Black,14,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955757040.jpg,,,0.5,899,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-Black/p/143957802,143957802
Brazilian Jiu Jitsu Pearl Weave Belts: Blue,11,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955453524.jpg,,,0.5,899,,,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,,,https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-Blue/p/143957797,143957797
Brazilian Jiu Jitsu Pearl Weave Belts: Brown,13,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955610226.jpg,,,0.5,899,,5,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-Brown/p/143957800,143957800
Brazilian Jiu Jitsu Pearl Weave Belts: Purple,12,,Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955522359.jpg,,,0.5,899,,3,yes,default,0,yes,FREE_SHIPPING,0,0,,,,,,"Details The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-Purple/p/143957799,143957799
